ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Ficovich J.P.,Fearnley J.,140,55.0,435,1007.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Nava E.,Bergs Z.,114,52.0,539,1049.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Arseneault N.,Royer V.,638,111.0,51,579.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Blanchet U.,82,231.0,741,243.0,4.0,6.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Herbert P.,60,142.0,960,431.0,6.0,4.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Mpetshi G.,Mochizuki S.,43,122.0,1205,491.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Barrios M.,Monfils G.,143,48.0,425,1115.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Ofner S.,74,141.0,827,433.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Walton A.,Bonzi B.,88,66.0,706,905.0,4.0,6.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed
42,Washington,Citi Open,2025-07-27,ATP500,Outdoor,Hard,The Final,3,De Minaur A.,Davidovich Fokina A.,13,26.0,2885,1945.0,5.0,7.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed
42,Washington,Citi Open,2025-07-27,ATP500,Outdoor,Hard,Semifinals,3,Davidovich Fokina A.,Shelton B.,26,8.0,1945,3330.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed
42,Washington,Citi Open,2025-07-27,ATP500,Outdoor,Hard,Semifinals,3,De Minaur A.,Moutet C.,13,59.0,2885,944.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-27,Masters 1000,Outdoor,Hard,1st Round,3,Tien L.,Smith C.,61,136.0,940,448.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Gigante M.,Coric B.,125,92.0,476,680.0,4.0,6.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Watanuki Y.,Altmaier D.,158,58.0,358,973.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Ugo Carabelli C.,89,47.0,690,1133.0,6.0,4.0,4.0,1.0,,,,,,,1.0,0.0,Retired
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Bu Y.,Kopriva V.,76,80.0,793,756.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Comesana F.,Dzumhur D.,71,54.0,874,1028.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Giron M.,94,59.0,661,960.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Vukic A.,Martinez P.,99,68.0,639,890.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Boyer T.,Kovacevic A.,123,62.0,480,929.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Gaston H.,Bellucci M.,126,72.0,473,871.0,3.0,6.0,6.0,4.0,2.0,0.0,,,,,1.0,1.0,Retired
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Halys Q.,50,69.0,1106,886.0,4.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Martin D.,51,560.0,1087,65.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,O Connell C.,Tseng C.H.,78,107.0,775,599.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Quinn E.,Nishioka Y.,86,131.0,726,459.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,McDonald M.,Goffin D.,96,65.0,655,914.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Duckworth J.,Shang J.,106,109.0,600,580.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Schoolkate T.,Fonseca J.,103,49.0,616,1110.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Bagnis F.,Pospisil V.,689,1250.0,44,6.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-28,Masters 1000,Outdoor,Hard,1st Round,3,Svrcina D.,Blockx A.,120,121.0,514,492.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Michelsen A.,Barrios M.,34,143.0,1555,425.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Nava E.,Atmane T.,114,132.0,539,458.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,1st Round,3,Carreno Busta P.,Draxl L.,93,113.0,662,548.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Mpetshi G.,9,43.0,3250,1205.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,1st Round,3,Moutet C.,Brooksby J.,46,102.0,1139,627.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Muller A.,Kecmanovic M.,40,50.0,1271,1106.0,2.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,1st Round,3,Galarneau A.,Rinderknech A.,193,64.0,285,914.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Duckworth J.,10,106.0,3195,600.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,Arseneault N.,26,638.0,2050,51.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Etcheverry T.,Griekspoor T.,60,31.0,960,1715.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Munar J.,24,51.0,2085,1087.0,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Safiullin R.,13,82.0,2905,741.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Borges N.,Bagnis F.,42,689.0,1265,44.0,5.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Svrcina D.,14,120.0,2720,514.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,1st Round,3,Marozsan F.,Dellien H.,56,98.0,1005,654.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-29,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Ficovich J.P.,16,140.0,2590,435.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Tien L.,Shapovalov D.,61,29.0,940,1836.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,Machac T.,74,22.0,827,2110.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Arnaldi M.,Schoolkate T.,41,103.0,1265,616.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Mannarino A.,7,94.0,3520,661.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Walton A.,3,88.0,6030,706.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Gaston H.,11,126.0,3110,473.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Vukic A.,Norrie C.,99,39.0,639,1277.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,Bu Y.,38,76.0,1281,793.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Cobolli F.,Galarneau A.,17,193.0,2385,285.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Diallo G.,Gigante M.,36,125.0,1333,476.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Quinn E.,32,86.0,1700,726.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Boyer T.,18,123.0,2362,480.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Watanuki Y.,12,158.0,2990,358.0,1.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Lehecka J.,McDonald M.,27,96.0,2015,655.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-30,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Moutet C.,19,46.0,2225,1139.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,3rd Round,3,Michelsen A.,Musetti L.,34,10.0,1555,3195.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,2nd Round,3,Marozsan F.,Auger-Aliassime F.,56,28.0,1005,1865.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,2nd Round,3,O Connell C.,Tsitsipas S.,78,30.0,775,1825.0,6.0,4.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,2nd Round,3,Fils A.,Carreno Busta P.,21,93.0,2130,662.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Nava E.,16,114.0,2590,539.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Etcheverry T.,24,60.0,2085,960.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Carballes Baena R.,4,89.0,5135,690.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Borges N.,13,42.0,2905,1265.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,3rd Round,3,Tien L.,Opelka R.,61,74.0,940,827.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-07-31,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Comesana F.,8,71.0,3335,874.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Sonego L.,11,38.0,3110,1281.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Mensik J.,19,18.0,2225,2362.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Popyrin A.,Medvedev D.,26,14.0,2050,2720.0,5.0,7.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Rune H.,Muller A.,9,40.0,3250,1271.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Arnaldi M.,3,41.0,6030,1265.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Vukic A.,12,99.0,2990,639.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Cobolli F.,Marozsan F.,17,56.0,2385,1005.0,6.0,2.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-01,Masters 1000,Outdoor,Hard,3rd Round,3,Lehecka J.,Fils A.,27,21.0,2015,2130.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-02,Masters 1000,Outdoor,Hard,4th Round,3,Michelsen A.,Tien L.,34,61.0,1555,940.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-02,Masters 1000,Outdoor,Hard,4th Round,3,Khachanov K.,Ruud C.,16,13.0,2590,2905.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-02,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Diallo G.,4,36.0,5135,1333.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-02,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,O Connell C.,8,78.0,3335,775.0,,,,,,,,,,,,,Walkover
43,Toronto,Canadian Open,2025-08-02,Masters 1000,Outdoor,Hard,3rd Round,3,Shelton B.,Nakashima B.,7,32.0,3520,1700.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-03,Masters 1000,Outdoor,Hard,4th Round,3,Popyrin A.,Rune H.,26,9.0,2050,3250.0,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-03,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Cerundolo F.,3,24.0,6030,2085.0,6.0,4.0,1.0,0.0,,,,,,,1.0,0.0,Retired
43,Toronto,Canadian Open,2025-08-03,Masters 1000,Outdoor,Hard,4th Round,3,De Minaur A.,Tiafoe F.,8,12.0,3335,2990.0,6.0,2.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-03,Masters 1000,Outdoor,Hard,4th Round,3,Rublev A.,Davidovich Fokina A.,11,19.0,3110,2225.0,6.0,7.0,7.0,6.0,3.0,0.0,,,,,1.0,1.0,Retired
43,Toronto,Canadian Open,2025-08-04,Masters 1000,Outdoor,Hard,4th Round,3,Shelton B.,Cobolli F.,7,17.0,3520,2385.0,6.0,4.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-04,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Lehecka J.,4,27.0,5135,2015.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-05,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Popyrin A.,3,26.0,6030,2050.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed
43,Toronto,Canadian Open,2025-08-05,Masters 1000,Outdoor,Hard,Quarterfinals,3,Khachanov K.,Michelsen A.,16,34.0,2590,1555.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-06,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fritz T.,Rublev A.,4,11.0,5135,3110.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-06,Masters 1000,Outdoor,Hard,Quarterfinals,3,Shelton B.,De Minaur A.,7,8.0,3520,3335.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-07,Masters 1000,Outdoor,Hard,Semifinals,3,Shelton B.,Fritz T.,7,4.0,3520,5135.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Thompson J.,89,50.0,704,1085.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Etcheverry T.,Shang J.,58,110.0,985,565.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Atmane T.,Nishioka Y.,136,130.0,460,469.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-07,Masters 1000,Outdoor,Hard,Semifinals,3,Khachanov K.,Zverev A.,16,3.0,2590,6030.0,6.0,3.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Galan D.E.,Kopriva V.,144,81.0,430,760.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Bergs Z.,Fearnley J.,54,57.0,1034,1004.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Tabilo A.,80,103.0,761,605.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Martinez P.,Jarry N.,66,100.0,890,638.0,1.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Bonzi B.,Arnaldi M.,63,37.0,907,1315.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Carballes Baena R.,Gaston H.,87,123.0,720,503.0,6.0,4.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Fonseca J.,Bu Y.,52,75.0,1045,813.0,4.0,6.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Borges N.,70,38.0,874,1290.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-07,Masters 1000,Outdoor,Hard,1st Round,3,Wong C.,Mpetshi G.,177,42.0,307,1185.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Brooksby J.,Muller A.,101,41.0,637,1196.0,7.0,6.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Landaluce M.,Kypson P.,142,212.0,440,258.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Bautista Agut R.,Altmaier D.,53,60.0,1036,967.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Medjedovic H.,Kovacevic A.,72,67.0,864,889.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Walton A.,Navone M.,85,78.0,726,785.0,4.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Dellien H.,73,108.0,852,589.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Quinn E.,Kecmanovic M.,82,49.0,749,1086.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Comesana F.,Munar J.,71,48.0,869,1107.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Nava E.,Coric B.,105,90.0,597,690.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Moutet C.,McDonald M.,44,95.0,1156,669.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Marozsan F.,Smith C.,51,138.0,1045,453.0,6.0,1.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Baez S.,Goffin D.,43,64.0,1170,899.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed
43,Toronto,Canadian Open,2025-08-08,Masters 1000,Outdoor,Hard,The Final,3,Shelton B.,Khachanov K.,7,16.0,3520,2590.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Nardi L.,Tirante T.A.,98,135.0,655,461.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Ugo Carabelli C.,Nishikori K.,47,65.0,1118,893.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed
